id,createdAt,updatedAt,buslineId,stationId
1,2015/10/9 1:31,2015/10/9 1:31,1,1
2,2015/10/9 1:31,2015/10/9 1:31,1,2
3,2015/10/9 1:31,2015/10/9 1:31,1,3
4,2015/10/9 1:31,2015/10/9 1:31,1,4
5,2015/10/9 1:31,2015/10/9 1:31,1,5
6,2015/10/9 1:31,2015/10/9 1:31,1,6
7,2015/10/9 1:31,2015/10/9 1:31,1,7
8,2015/10/9 1:31,2015/10/9 1:31,1,8
9,2015/10/9 1:31,2015/10/9 1:31,2,9
10,2015/10/9 1:31,2015/10/9 1:31,2,10
11,2015/10/9 1:31,2015/10/9 1:31,2,11
12,2015/10/9 1:31,2015/10/9 1:31,2,12
13,2015/10/9 1:31,2015/10/9 1:31,2,13
14,2015/10/9 1:31,2015/10/9 1:31,2,14
15,2015/10/9 1:31,2015/10/9 1:31,2,15
16,2015/10/9 1:31,2015/10/9 1:31,2,16
17,2015/10/9 1:31,2015/10/9 1:31,2,17
18,2015/10/9 1:31,2015/10/9 1:31,2,18
19,2015/10/9 1:31,2015/10/9 1:31,2,19
20,2015/10/9 1:31,2015/10/9 1:31,2,20
21,2015/10/9 1:31,2015/10/9 1:31,3,21
22,2015/10/9 1:31,2015/10/9 1:31,3,22
23,2015/10/9 1:31,2015/10/9 1:31,3,23
24,2015/10/9 1:31,2015/10/9 1:31,3,24
25,2015/10/9 1:31,2015/10/9 1:31,3,25
26,2015/10/9 1:31,2015/10/9 1:31,3,26
